filename, totalwords, totalkwds, Tax, Legal, Fin, Sys, Idio, rm_totalwords, rm_totalkwds, rm_Tax, rm_Legal, rm_Fin, rm_Sys, rm_Idio, rate_totalwords, rate_totalkwds, rate_Tax, rate_Legal, rate_Fin, rate_Sys, rate_Idio, techindustry_totalwords, techindustry_totalkwds, techindustry_Tax, techindustry_Legal, techindustry_Fin, techindustry_Sys, techindustry_Idio, investment_totalwords, investment_totalkwds, investment_Tax, investment_Legal, investment_Fin, investment_Sys, investment_Idio, expansion_totalwords, expansion_totalkwds, expansion_Tax, expansion_Legal, expansion_Fin, expansion_Sys, expansion_Idio, purchsales_totalwords, purchsales_totalkwds, purchsales_Tax, purchsales_Legal, purchsales_Fin, purchsales_Sys, purchsales_Idio, rd_totalwords, rd_totalkwds, rd_Tax, rd_Legal, rd_Fin, rd_Sys, rd_Idio, image_totalwords, image_totalkwds, image_Tax, image_Legal, image_Fin, image_Sys, image_Idio, shares_totalwords, shares_totalkwds, shares_Tax, shares_Legal, shares_Fin, shares_Sys, shares_Idio, merge_totalwords, merge_totalkwds, merge_Tax, merge_Legal, merge_Fin, merge_Sys, merge_Idio, manage_totalwords, manage_totalkwds, manage_Tax, manage_Legal, manage_Fin, manage_Sys, manage_Idio, rule_totalwords, rule_totalkwds, rule_Tax, rule_Legal, rule_Fin, rule_Sys, rule_Idio, lawsuit_totalwords, lawsuit_totalkwds, lawsuit_Tax, lawsuit_Legal, lawsuit_Fin, lawsuit_Sys, lawsuit_Idio, else_totalwords, else_totalkwds, else_Tax, else_Legal, else_Fin, else_Sys, else_Idio, crisis_totalwords, crisis_totalkwds, crisis_Tax, crisis_Legal, crisis_Fin, crisis_Sys, crisis_Idio, other_totalwords, other_totalkwds, other_Tax, other_Legal, other_Fin, other_Sys, other_Idio, 
3686達能, 984, 87, 0, 5, 2, 49, 31, 0, 0, 0, 0, 0, 0, 0, 209, 32, 0, 0, 2, 25, 5, 50, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 73, 10, 0, 0, 0, 6, 4, 137, 11, 0, 0, 0, 4, 7, 157, 8, 0, 0, 0, 3, 5, 29, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 32, 4, 0, 0, 0, 0, 4, 43, 0, 0, 0, 0, 0, 0, 79, 1, 0, 1, 0, 0, 0, 138, 17, 0, 4, 0, 11, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2013中鋼構, 509, 53, 1, 6, 1, 35, 10, 0, 0, 0, 0, 0, 0, 0, 50, 11, 0, 0, 1, 8, 2, 13, 1, 0, 0, 0, 0, 1, 54, 2, 0, 0, 0, 2, 0, 31, 4, 0, 0, 0, 1, 3, 9, 1, 0, 0, 0, 0, 1, 35, 2, 0, 0, 0, 2, 0, 20, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 232, 32, 1, 6, 0, 22, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2015豐興, 332, 40, 0, 3, 1, 24, 12, 0, 0, 0, 0, 0, 0, 0, 109, 22, 0, 0, 1, 18, 3, 11, 1, 0, 0, 0, 0, 1, 56, 4, 0, 1, 0, 3, 0, 9, 1, 0, 0, 0, 0, 1, 24, 2, 0, 0, 0, 0, 2, 48, 8, 0, 1, 0, 3, 4, 10, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 8, 1, 0, 1, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6504南六, 1090, 147, 0, 7, 6, 72, 62, 0, 0, 0, 0, 0, 0, 0, 267, 56, 0, 1, 6, 35, 14, 99, 17, 0, 0, 0, 5, 12, 56, 3, 0, 0, 0, 3, 0, 64, 12, 0, 0, 0, 6, 6, 113, 17, 0, 0, 0, 7, 10, 105, 16, 0, 0, 0, 5, 11, 39, 0, 0, 0, 0, 0, 0, 82, 1, 0, 0, 0, 0, 1, 13, 2, 0, 0, 0, 0, 2, 18, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 175, 23, 0, 6, 0, 11, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
3010華立, 1637, 122, 2, 10, 0, 65, 45, 298, 17, 0, 5, 0, 5, 7, 137, 21, 2, 0, 0, 14, 5, 54, 5, 0, 0, 0, 4, 1, 78, 7, 0, 1, 0, 6, 0, 9, 1, 0, 0, 0, 0, 1, 78, 3, 0, 0, 0, 0, 3, 709, 56, 0, 1, 0, 29, 26, 11, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 0, 174, 5, 0, 1, 0, 4, 0, 41, 6, 0, 2, 0, 3, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5607遠雄港, 1244, 91, 1, 15, 6, 45, 24, 0, 0, 0, 0, 0, 0, 0, 130, 27, 0, 0, 6, 15, 6, 149, 14, 0, 0, 0, 5, 9, 187, 15, 0, 3, 0, 12, 0, 179, 6, 1, 0, 0, 2, 3, 52, 3, 0, 0, 0, 0, 3, 78, 2, 0, 2, 0, 0, 0, 96, 3, 0, 3, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 32, 1, 0, 0, 0, 0, 1, 32, 0, 0, 0, 0, 0, 0, 113, 2, 0, 1, 0, 1, 0, 118, 18, 0, 6, 0, 10, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
8131福懋科, 925, 101, 0, 5, 5, 55, 36, 0, 0, 0, 0, 0, 0, 0, 130, 30, 0, 0, 3, 22, 5, 44, 9, 0, 0, 0, 2, 7, 130, 8, 0, 1, 0, 7, 0, 18, 5, 0, 0, 0, 3, 2, 176, 19, 0, 0, 0, 7, 12, 77, 8, 0, 0, 0, 2, 6, 34, 1, 0, 0, 0, 1, 0, 19, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 215, 11, 0, 2, 2, 5, 2, 55, 9, 0, 2, 0, 6, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
4722國精化, 727, 72, 0, 4, 3, 42, 23, 0, 0, 0, 0, 0, 0, 0, 181, 29, 0, 0, 2, 20, 7, 40, 8, 0, 0, 0, 0, 8, 202, 9, 0, 0, 0, 9, 0, 35, 8, 0, 1, 1, 4, 2, 28, 3, 0, 0, 0, 1, 2, 36, 5, 0, 0, 0, 4, 1, 37, 2, 0, 1, 0, 1, 0, 27, 0, 0, 0, 0, 0, 0, 16, 2, 0, 0, 0, 0, 2, 29, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 45, 6, 0, 2, 0, 3, 1, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8215明基材, 1080, 143, 0, 22, 7, 58, 56, 0, 0, 0, 0, 0, 0, 0, 191, 39, 0, 1, 7, 26, 5, 58, 10, 0, 1, 0, 1, 8, 96, 6, 0, 1, 0, 5, 0, 28, 7, 0, 0, 0, 4, 3, 77, 10, 0, 0, 0, 2, 8, 43, 8, 0, 0, 0, 6, 2, 26, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 15, 2, 0, 0, 0, 0, 2, 10, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 431, 61, 0, 19, 0, 14, 28, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1325恒大, 885, 122, 0, 2, 9, 88, 23, 0, 0, 0, 0, 0, 0, 0, 185, 38, 0, 0, 2, 30, 6, 76, 15, 0, 0, 0, 10, 5, 236, 40, 0, 0, 7, 33, 0, 36, 3, 0, 0, 0, 1, 2, 68, 5, 0, 0, 0, 3, 2, 139, 11, 0, 0, 0, 5, 6, 16, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 0, 0, 1, 19, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 54, 9, 0, 2, 0, 6, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2499東貝, 686, 80, 0, 4, 3, 52, 21, 0, 0, 0, 0, 0, 0, 0, 214, 39, 0, 0, 3, 30, 6, 74, 11, 0, 0, 0, 6, 5, 113, 7, 0, 0, 0, 7, 0, 10, 1, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 1, 41, 4, 0, 0, 0, 1, 3, 71, 5, 0, 1, 0, 1, 3, 18, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 55, 1, 0, 0, 0, 1, 0, 54, 10, 0, 3, 0, 6, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2460建通, 3273, 263, 0, 12, 12, 128, 111, 37, 3, 0, 0, 1, 1, 1, 323, 38, 0, 0, 3, 31, 4, 104, 25, 0, 1, 0, 3, 21, 942, 44, 0, 2, 2, 39, 1, 93, 18, 0, 0, 0, 7, 11, 113, 15, 0, 0, 0, 6, 9, 746, 57, 0, 0, 0, 17, 40, 68, 6, 0, 1, 2, 1, 2, 29, 0, 0, 0, 0, 0, 0, 83, 9, 0, 1, 2, 3, 3, 27, 1, 0, 0, 0, 1, 0, 46, 0, 0, 0, 0, 0, 0, 74, 13, 0, 4, 0, 7, 2, 588, 34, 0, 3, 2, 12, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2352佳世達, 5065, 454, 0, 107, 31, 232, 84, 573, 0, 0, 0, 0, 0, 0, 541, 80, 0, 0, 20, 51, 9, 22, 2, 0, 0, 0, 0, 2, 144, 21, 0, 3, 3, 15, 0, 26, 6, 0, 0, 0, 3, 3, 51, 5, 0, 0, 0, 2, 3, 66, 4, 0, 0, 0, 1, 3, 91, 10, 0, 6, 0, 0, 4, 21, 0, 0, 0, 0, 0, 0, 18, 2, 0, 0, 0, 0, 2, 15, 0, 0, 0, 0, 0, 0, 183, 1, 0, 0, 1, 0, 0, 3098, 288, 0, 98, 4, 128, 58, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 35, 0, 0, 3, 32, 0, 
2102泰豐, 680, 89, 0, 6, 2, 59, 22, 0, 0, 0, 0, 0, 0, 0, 288, 50, 0, 0, 1, 39, 10, 44, 9, 0, 2, 0, 2, 5, 112, 11, 0, 0, 1, 10, 0, 9, 1, 0, 0, 0, 0, 1, 8, 1, 0, 0, 0, 0, 1, 59, 11, 0, 1, 0, 7, 3, 96, 4, 0, 2, 0, 1, 1, 18, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 6, 1, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1232大統益, 524, 63, 0, 4, 1, 44, 14, 0, 0, 0, 0, 0, 0, 0, 104, 21, 0, 1, 1, 18, 1, 39, 7, 0, 0, 0, 2, 5, 130, 13, 0, 0, 0, 12, 1, 10, 1, 0, 0, 0, 0, 1, 26, 2, 0, 0, 0, 0, 2, 61, 8, 0, 0, 0, 6, 2, 20, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 11, 1, 0, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 54, 10, 0, 3, 0, 6, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1904正隆, 903, 101, 0, 6, 4, 69, 22, 0, 0, 0, 0, 0, 0, 0, 344, 67, 0, 1, 1, 57, 8, 43, 10, 0, 0, 0, 1, 9, 130, 12, 0, 1, 3, 8, 0, 8, 1, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 1, 169, 3, 0, 0, 0, 1, 2, 26, 1, 0, 1, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 79, 5, 0, 3, 0, 2, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1529樂士, 543, 43, 3, 2, 0, 28, 10, 0, 0, 0, 0, 0, 0, 0, 190, 20, 3, 0, 0, 15, 2, 10, 1, 0, 0, 0, 0, 1, 55, 3, 0, 0, 0, 3, 0, 9, 1, 0, 0, 0, 0, 1, 97, 5, 0, 0, 0, 3, 2, 10, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 54, 3, 0, 0, 0, 1, 2, 66, 9, 0, 2, 0, 6, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2841台開, 451, 38, 0, 1, 0, 21, 16, 0, 0, 0, 0, 0, 0, 0, 85, 15, 0, 0, 0, 9, 6, 11, 1, 0, 0, 0, 0, 1, 55, 4, 0, 0, 0, 3, 1, 9, 1, 0, 0, 0, 0, 1, 122, 9, 0, 0, 0, 3, 6, 10, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 93, 6, 0, 0, 0, 6, 0, 5, 1, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 
6278台表科, 697, 74, 0, 3, 1, 41, 29, 0, 0, 0, 0, 0, 0, 0, 216, 25, 0, 0, 1, 21, 3, 37, 7, 0, 1, 0, 3, 3, 69, 5, 0, 0, 0, 5, 0, 40, 4, 0, 0, 0, 1, 3, 174, 20, 0, 0, 0, 4, 16, 31, 3, 0, 0, 0, 1, 2, 11, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 56, 9, 0, 2, 0, 6, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2520冠德, 699, 68, 0, 19, 5, 23, 21, 173, 9, 0, 8, 1, 0, 0, 60, 13, 0, 0, 3, 7, 3, 40, 5, 0, 0, 0, 1, 4, 64, 2, 0, 0, 0, 2, 0, 11, 1, 0, 0, 0, 0, 1, 51, 5, 0, 0, 1, 0, 4, 42, 5, 0, 0, 0, 1, 4, 40, 1, 0, 0, 0, 0, 1, 24, 0, 0, 0, 0, 0, 0, 11, 1, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 0, 48, 2, 0, 1, 0, 0, 1, 114, 24, 0, 10, 0, 12, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 
1726永記, 825, 72, 0, 8, 4, 37, 23, 0, 0, 0, 0, 0, 0, 0, 113, 24, 0, 0, 3, 17, 4, 18, 1, 0, 0, 0, 0, 1, 70, 5, 0, 2, 0, 3, 0, 17, 2, 0, 0, 0, 0, 2, 10, 1, 0, 0, 0, 0, 1, 75, 1, 0, 0, 0, 1, 0, 28, 2, 0, 0, 1, 1, 0, 20, 0, 0, 0, 0, 0, 0, 11, 1, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 407, 35, 0, 6, 0, 15, 14, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
